display_title,line_text,url,brand,model,variant,mileage,transmisi,power,engine,door,seats,fuel_type,color,year,province,area
2014 KIA Sorento 2.2 SUV,"I am interested in your car on Mobil123.com - Kia Sorento 2.2 Crdi Diesel Super Istimewa
 (Rp 285.000.000). https://www.mobil123.com/dijual/kia-sorento-dki-jakarta-pademangan/10151087.",https://www.mobil123.com/dijual/kia-sorento-dki-jakarta-pademangan/10151087,KIA,Sorento,,57500,Automatic,194,2199 cc,5,7,Solar,Putih,2014,DKI Jakarta,Pademangan
2013 KIA Picanto 1.2 SE 3 Hatchback,"I am interested in your car on Mobil123.com - 2013 KIA Picanto 1,2 SE 3 Hatchback Dp 10 (Rp 87.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-regol/10155137.",https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-regol/10155137,KIA,Picanto,SE 3,90000,Manual,86,1248 cc,5,5,Pertamax,Merah,2013,Jawa Barat,Regol
2013 KIA Picanto 1.2 SE 3 Hatchback,"I am interested in your car on Mobil123.com - 2013 KIA Picanto 1,2 SE 3 Hatchback (Rp 80.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-cipeundeuy/10151641.",https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-cipeundeuy/10151641,KIA,Picanto,SE 3,95000,Manual,86,1248 cc,5,5,Pertamax,Merah,2013,Jawa Barat,Cipeundeuy
2010 KIA Picanto 1.1 SE Hatchback,"I am interested in your car on Mobil123.com - 2010 KIA Picanto 1.1 SE Hatchback, KM 100rb, FULL ORIGINAL (Rp 67.000.000). https://www.mobil123.com/dijual/kia-picanto-se-jawa-timur-sooko/10070324.",https://www.mobil123.com/dijual/kia-picanto-se-jawa-timur-sooko/10070324,KIA,Picanto,SE,102500,Manual,64,1086 cc,5,5,Pertamax,Silver,2010,Jawa Timur,Sooko
2013 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2013 KIA Picanto 1.2 SE 3 Hatchback DP 5JT (Rp 87.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10139947.,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10139947,KIA,Picanto,SE 3,77500,Manual,86,1248 cc,5,5,Pertamax,Merah,2013,Jawa Barat,Bandung
2005 KIA Picanto 1.1 Hatchback,I am interested in your car on Mobil123.com - 2005 KIA Picanto SA Hatchback (Rp 67.000.000). https://www.mobil123.com/dijual/kia-picanto-jawa-timur-kedungkandang/10141550.,https://www.mobil123.com/dijual/kia-picanto-jawa-timur-kedungkandang/10141550,KIA,Picanto,,257500,Manual,64,1086 cc,5,5,Pertamax,Hitam,2005,Jawa Timur,Kedungkandang
2012 KIA Rio 1.4 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Rio 1.4 UB Hatchback (Rp 118.000.000). https://www.mobil123.com/dijual/kia-rio-jawa-barat-bandung/10115599.,https://www.mobil123.com/dijual/kia-rio-jawa-barat-bandung/10115599,KIA,Rio,,12500,Manual,106,1396 cc,5,5,Pertamax,Putih,2012,Jawa Barat,Bandung
2011 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2011 KIA Picanto SE 3 Hatchback (Rp 72.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-dki-jakarta-duren-sawit/10121492.,https://www.mobil123.com/dijual/kia-picanto-se-3-dki-jakarta-duren-sawit/10121492,KIA,Picanto,SE 3,62500,Manual,86,1248 cc,5,5,Pertamax,Biru,2011,DKI Jakarta,Duren Sawit
2013 KIA Sportage 2.0 Platinum SUV,"I am interested in your car on Mobil123.com - 2013 KIA Sportage 2,0 Platinum AT Istimewa Siap Pakai (Rp 185.000.000). https://www.mobil123.com/dijual/kia-sportage-platinum-jawa-barat-kopo/10117275.",https://www.mobil123.com/dijual/kia-sportage-platinum-jawa-barat-kopo/10117275,KIA,Sportage,Platinum,110000,Automatic,164,1999 cc,5,5,Pertamax,Abu-abu,2013,Jawa Barat,Kopo
2009 KIA Picanto 1.1 SE Hatchback,I am interested in your car on Mobil123.com - 2009 KIA Picanto SE Hatchback (Rp 65.000.000). https://www.mobil123.com/dijual/kia-picanto-se-jawa-timur-kedungkandang/10106625.,https://www.mobil123.com/dijual/kia-picanto-se-jawa-timur-kedungkandang/10106625,KIA,Picanto,SE,117500,Manual,64,1086 cc,5,5,Pertamax,Hitam,2009,Jawa Timur,Kedungkandang
2012 KIA Rio 1.4 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Rio 1.4 UB Hatchback (Rp 99.000.000). https://www.mobil123.com/dijual/kia-rio-banten-gading-serpong/10097945.,https://www.mobil123.com/dijual/kia-rio-banten-gading-serpong/10097945,KIA,Rio,,92500,Automatic,106,1396 cc,5,5,Pertamax,Hitam,2012,Banten,Gading Serpong
2013 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2013 KIA Picanto 1.2 SE 3 Hatchback DP 5JT (Rp 87.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10095486.,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10095486,KIA,Picanto,SE 3,67500,Manual,86,1248 cc,5,5,Pertamax,Merah,2013,Jawa Barat,Bandung
2013 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2013 KIA Picanto 1.2 SE 3 Hatchback DP 7 jt (Rp 87.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10095433.,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10095433,KIA,Picanto,SE 3,67500,Manual,86,1248 cc,5,5,Pertamax,Merah,2013,Jawa Barat,Bandung
2006 KIA Sportage 2.0 SUV,I am interested in your car on Mobil123.com - 2006 KIA Sportage KM SUV (Rp 70.000.000). https://www.mobil123.com/dijual/kia-sportage-jawa-barat-bekasi-utara/10084726.,https://www.mobil123.com/dijual/kia-sportage-jawa-barat-bekasi-utara/10084726,KIA,Sportage,,202500,Automatic,142,1975 cc,5,5,Pertamax,Hitam,2006,Jawa Barat,Bekasi Utara
2001 KIA Carens 1.8 MPV,I am interested in your car on Mobil123.com - 2001 KIA Carens FJ MPV (Rp 48.000.000). https://www.mobil123.com/dijual/kia-carens-dki-jakarta-duren-sawit/10084610.,https://www.mobil123.com/dijual/kia-carens-dki-jakarta-duren-sawit/10084610,KIA,Carens,,197500,Automatic,128,1793 cc,5,7,Pertamax,Biru,2001,DKI Jakarta,Duren Sawit
